slug,city,country,region,mode,n_stations,annual_riders,annual_year_raw,annual_year,vintage_basis,measure_def,measure_note,measure_source,convention_family,metric_confidence,value_status,evidence,annual_url,source_id,urban_pop,urban_area_km2,pop_source,population_basis,trips_per_capita,mode_scope,mode_scope_checked,mode_scope_evidence,mode_scope_url,has_ridership,metric_known,citation_resolves,denominator_consistent,vintage_comparable,mode_scope_known,mode_scope_consistent,usable_for_ratio
sacramento,Sacramento,United States,North America,lrt,52,7410000,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/SacRT_light_rail,sacramento-ntd,1970000,1212,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 283",built_up_urban_area,3.8,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
charlotte,Charlotte,United States,North America,lrt,26,5956914,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://data.transportation.gov/Public-Transit/Complete-Monthly-Ridership-with-Adjustments-and-Es/8bui-9xvu,charlotte-ntd,2214000,3631,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 246",built_up_urban_area,2.7,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
san-jose,San Jose,United States,North America,lrt,62,4469300,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/VTA_light_rail,san-jose-ntd,2000468,,"San Jose-Sunnyvale-Santa Clara Metropolitan Statistical Area via Wikipedia infobox (Demographia 2025 merges San Jose into a combined 'San Francisco-San Jose' 6.38M built-up area, not specific enough to San Jose's own VTA service area, so MSA used instead); city proper 1,013,240 (2020 census)",city_proper,2.2,tram_or_lrt_only,system_field,,,true,true,true,false,true,true,true,false
lagos,Lagos,Nigeria,Africa,metro,14,3000000,2025,2025,calendar_year,estimated,estimated,system_rank,estimated,low,,,https://en.wikipedia.org/wiki/Blue_Line_(Lagos),lagos-annual,15283000,2585,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 23",built_up_urban_area,0.2,metro_only,system_field,,,true,true,true,true,true,true,true,true
edmonton,Edmonton,Canada,North America,lrt,29,,,,,,,,,low,,,,,1418118,9416.19,Statistics Canada Census Metropolitan Area (CMA) via Wikipedia infobox; note CMA area includes large rural hinterland so density is not comparable to compact built-up areas,metro_region,,tram_or_lrt_only,system_field,,,false,false,false,false,false,true,true,false
antwerp,Antwerp,Belgium,Europe,tram,752,,,,,,,,,low,,,,,1230000,,"Wikipedia infobox metropolitan-area estimate (year approximate); city proper 565,039 (2024, 208.22 km2)",city_proper,,metro_plus_urban_rail,system_field,,,false,false,false,false,false,true,true,false
krakow,Kraków,Poland,Europe,tram,383,,,,,,,,,low,,,,,1498499,4065.11,"Krakow metropolitan area via Wikipedia infobox (June 2023); city proper 804,237 (2023, 326.8 km2)",city_proper,,tram_or_lrt_only,system_field,,,false,false,false,false,false,true,true,false
mashhad,Mashhad,Iran,Middle East & Central Asia,metro,22,,,,,,,,,low,,,,,5321000,474,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 97",built_up_urban_area,,metro_only,system_field,,,false,false,false,true,false,true,true,false
doha,Doha,Qatar,Middle East & Central Asia,metro,21,52900000,2024,2024,calendar_year,,"estimated annual ridership, derived from the pace between two precisely-dated cumulative lifetime-ridership milestones announced by Qatar Rail",override:research,,low,disputed,"No published annual figure located. Qatar Rail reports only cumulative lifetime totals and an approximate 300,000/day rate. The commonly-cited 53.0M (2023) carries no citation.",,doha-annual,2141000,575,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 257",built_up_urban_area,24.7,metro_plus_urban_rail,system_field,,,true,false,false,true,true,true,true,false
riyadh,Riyadh,Saudi Arabia,Middle East & Central Asia,metro,72,,,,,,,,,low,,,,,8589000,1673,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 49",built_up_urban_area,,metro_only,system_field,,,false,false,false,true,false,true,true,false
dhaka,Dhaka,Bangladesh,Asia,metro,16,146000000,2025,2025,calendar_year,,"estimated annual passenger trips, derived from reported average daily ridership (single line, MRT Line 6)",override:research,,low,disputed,"No published annual figure located. DMTCL publishes daily and per-station data only. A commonly-cited 100.38M (2024) traces to a news report, not the operator.",,dhaka-annual,25305000,1083,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 8",built_up_urban_area,5.8,metro_only,system_field,,,true,false,false,true,true,true,true,false
nanning,Nanning,China,Asia,metro,80,365237100,2024,2024,calendar_year,unlinked_trips,unlinked_trips,override:camet,boarding,high,verified,"CAMET 城市轨道交通2024年度统计和分析报告, 表3: 客运量 365,237,100 / 进站量 216,099,900. matches 客运量 exactly (ratio 1.0000)",https://infosharingp2-oss.camet.org.cn/resources/manual/2025/04/01/660853988892741.pdf,nanning-annual,4054000,492,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 128",built_up_urban_area,90.1,metro_only,system_field,,,true,true,true,true,true,true,true,true
shijiazhuang,Shijiazhuang,China,Asia,metro,48,189000000,2025,2025,calendar_year,unlinked_trips,unlinked_trips,override:camet,boarding,medium,verified,"CAMET 城市轨道交通2024年度统计和分析报告, 表3: 客运量 198,233,800 / 进站量 137,069,400. matches 客运量 to 4.7% (atlas year 2025 vs report year 2024)",https://infosharingp2-oss.camet.org.cn/resources/manual/2025/04/01/660853988892741.pdf,shijiazhuang-annual,3788000,881,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 143",built_up_urban_area,49.9,metro_only,system_field,,,true,true,true,true,true,true,true,true
hyderabad,Hyderabad,India,Asia,metro,58,161965658,2025,2025,calendar_year,passenger_journeys,"boardings, summed from 12 consecutive official monthly ridership totals published by the operator (Indian FY2024-25: April 2024-March 2025)",override:research,journey,low,unverified,"L&T Metro Rail publishes monthly ridership at this URL and a reported Apr2024-Mar2025 sum reproduces the recorded 161,965,658. Not independently re-confirmed here, and the page states no counting convention; 'passenger_journeys' is inferred from operator AFC practice, not from a definition. Separately: the figure is FY2024-25 (Apr-Mar) while annual_year records 2025.",https://ltmetro.com/ridership/,hyderabad-annual,10101000,1689,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 41",built_up_urban_area,16.0,metro_only,system_field,,,true,true,true,true,true,true,true,true
kochi,Kochi,India,Asia,metro,25,36412974,2025,2025,calendar_year,passenger_journeys,passenger_journeys,override:research,journey,low,unverified,"KMRL publishes monthly ridership here. Checked 2026-09-20: the table carried only Jan-Apr 2025 (sum 11,157,056), so the recorded 36,412,974 for calendar 2025 could NOT be confirmed. The page labels the column 'Ridership' and defines no convention; journeys and boardings coincide anyway on a single-line network.",https://kochimetro.org/ridership/,kochi-annual,2584000,440,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 214",built_up_urban_area,14.1,metro_only,system_field,,,true,true,true,true,true,true,true,true
nagpur,Nagpur,India,Asia,metro,37,31600000,2025,2025,calendar_year,,passenger_journeys,override:research,,low,disputed,"Recorded 31,600,000 matches no located source. Maha Metro's 2024-25 annual report gives approximately 26.9 million; a widely-copied 40.15M is itself extrapolated from a 110,000/day figure. Convention undetermined.",,nagpur-annual,3400000,383,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 161",built_up_urban_area,9.3,metro_only,system_field,,,true,false,false,true,true,true,true,false
fukuoka,Fukuoka,Japan,Asia,metro,36,191340665,2024,2024,calendar_year,estimated,"estimated annual boardings (乗車人員), derived from the operator's official daily-average figure x 365 for FY2024 (April 2024-March 2025, Japanese fiscal year)",override:research,estimated,medium,unverified,"Fukuoka City Subway publishes 輸送人員 as a daily average. The recorded 191,340,665 reproduces as FY2024 daily average 524,221 x 365, i.e. it is derived from a daily figure rather than a reported annual total. FY2024 = Apr 2024-Mar 2025, while annual_year records 2024.",https://subway.city.fukuoka.lg.jp/subway/management/transport.php,fukuoka-annual,2447000,505,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 226",built_up_urban_area,78.2,metro_only,system_field,,,true,true,true,true,true,true,true,true
daegu,Daegu,South Korea,Asia,metro,58,141985000,2023,2023,calendar_year,estimated,"estimated annual boardings (승차인원), derived from reported average daily ridership across Lines 1-3",override:research,estimated,low,unverified,"Korean 수송인원 is defined 승차기준 (boarding basis), 유입인원 excluded, so the convention is boardings-like; but the per-operator table is JavaScript-loaded and the recorded 141,985,000 was not confirmed against it. Left as 'estimated' because the value is a derivation from a daily average.",https://www.index.go.kr/unity/potal/main/EachDtlPageDetail.do?idx_cd=1259,daegu-annual,2308000,251,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 239",built_up_urban_area,61.5,metro_only,system_field,,,true,true,true,true,true,true,true,true
incheon,Incheon,South Korea,Asia,metro,68,170486755,2025,2025,calendar_year,,"estimated annual boardings, sum of Line 1 and Line 2 average daily ridership (each from a separate news report with a slightly different reference period) x 365",override:research,,low,disputed,"Official ICTR series (data.go.kr dataset 15051190) gives 2025 수송인원 232,640,801 / 승차인원 154,876,634 / 유입인원 77,764,167. No year-and-column combination in the 1999-2025 file equals the recorded 170,486,755.",https://www.data.go.kr/data/15051190/fileData.do,incheon-annual,2945454,,"Incheon Metropolitan City population via Wikipedia (Demographia 2025 merges Incheon into combined 'Seoul-Incheon' 23.8M built-up area, not representative of Incheon's own subway system, so city/metro-city population used instead)",built_up_urban_area,57.9,metro_only,system_field,,,true,false,true,true,true,true,true,false
taoyuan,Taoyuan,Taiwan,Asia,metro,22,46000000,2025,2025,calendar_year,,estimated,override:research,,low,disputed,"Recorded 46,000,000 is a rounding: Taoyuan Metro's monthly 旅運量 for 2025 sum to roughly 46.6 million. The 旅運量 convention itself is not established.",https://www.tymetro.com.tw/tymetro-new/tw/_pages/about/statistics.html,taoyuan-annual,2252835,1220,Taoyuan City (Taiwanese special municipality) total population via Wikipedia infobox; Taoyuan is a satellite city within the wider Taipei metropolitan area but functions as its own administrative city,city_proper,20.4,metro_only,system_field,,,true,false,true,false,true,true,true,false
